zID,StudentName,year,roomPoints,gender,password,startTime,email
z5293139,Marsden Noble,2,14,m,a,10:30AM 12/11/2019,tomhill98@me.com
z5248853,Len Pierce,2,11,m,b,11:00AM 12/11/2019,tomhill98@me.com
z5216235,Lewis Alvarez,2,14,m,c,10:30AM 13/11/2019,tomhill98@me.comz0000000,Fresher 0,1,0,m
z0000000,Fresher 0,1,0,m,
z0000001,Fresher 1,1,0,m,
z0000002,Fresher 2,1,0,m,
z0000003,Fresher 3,1,0,m,
z0000004,Fresher 4,1,0,m,
z0000005,Fresher 5,1,0,m,
z0000006,Fresher 6,1,0,m,
z0000007,Fresher 7,1,0,m,
z0000008,Fresher 8,1,0,m,
z0000009,Fresher 9,1,0,m,
z0000010,Fresher 10,1,0,m,
z0000011,Fresher 11,1,0,m,
z0000012,Fresher 12,1,0,m,
z0000013,Fresher 13,1,0,m,
z0000014,Fresher 14,1,0,m,
z0000015,Fresher 15,1,0,m,
z0000016,Fresher 16,1,0,m,
z0000017,Fresher 17,1,0,m,
z0000018,Fresher 18,1,0,m,
z0000019,Fresher 19,1,0,m,
z0000020,Fresher 20,1,0,m,
z0000021,Fresher 21,1,0,m,
z0000022,Fresher 22,1,0,m,
z0000023,Fresher 23,1,0,m,
z0000024,Fresher 24,1,0,m,
z0000025,Fresher 25,1,0,m,
z0000026,Fresher 26,1,0,m,
z0000027,Fresher 27,1,0,m,
z0000028,Fresher 28,1,0,m,
z0000029,Fresher 29,1,0,m,
z0000030,Fresher 30,1,0,m,
z0000031,Fresher 31,1,0,m,
z0000032,Fresher 32,1,0,m,
z0000033,Fresher 33,1,0,m,
z0000034,Fresher 34,1,0,m,
z0000035,Fresher 35,1,0,m,
z0000036,Fresher 36,1,0,m,
z0000037,Fresher 37,1,0,m,
z0000038,Fresher 38,1,0,m,
z0000039,Fresher 39,1,0,m,
z0000040,Fresher 40,1,0,m,
z0000041,Fresher 41,1,0,m,
z0000042,Fresher 42,1,0,m,
z0000043,Fresher 43,1,0,m,
z0000044,Fresher 44,1,0,m,
z0000045,Fresher 45,1,0,m,
z0000046,Fresher 46,1,0,m,
z0000047,Fresher 47,1,0,m,
z0000048,Fresher 48,1,0,m,
z0000049,Fresher 49,1,0,m,
z0000050,Fresher 50,1,0,m,
z0000051,Fresher 51,1,0,m,
z0000052,Fresher 52,1,0,m,
z0000053,Fresher 53,1,0,m,
z0000054,Fresher 54,1,0,m,
z0000055,Fresher 55,1,0,m,
z0000056,Fresher 56,1,0,m,
z0000057,Fresher 57,1,0,m,
z0000058,Fresher 58,1,0,m,
z0000059,Fresher 59,1,0,m,
z0000060,Fresher 60,1,0,m,
z0000061,Fresher 61,1,0,m,
z0000062,Fresher 62,1,0,m,
z0000063,Fresher 63,1,0,m,
z0000064,Fresher 64,1,0,m,
z0000065,Fresher 65,1,0,m,
z0000066,Fresher 66,1,0,m,
z0000067,Fresher 67,1,0,m,
z0000068,Fresher 68,1,0,m,
z0000069,Fresher 69,1,0,m,
z0000070,Fresher 70,1,0,m,
z0000071,Fresher 71,1,0,m,
z0000072,Fresher 72,1,0,m,
z0000073,Fresher 73,1,0,m,
z0000074,Fresher 74,1,0,m,
z0000075,Fresher 75,1,0,m,
z0000076,Fresher 76,1,0,m,
z0000077,Fresher 77,1,0,m,
z0000078,Fresher 78,1,0,m,
z0000079,Fresher 79,1,0,m,
z0000080,Fresher 80,1,0,m,
z0000081,Fresher 81,1,0,m,
z0000082,Fresher 82,1,0,m,
z0000083,Fresher 83,1,0,m,
z0000084,Fresher 84,1,0,m,
z0000085,Fresher 85,1,0,m,
z0000086,Fresher 86,1,0,m,
z0000087,Fresher 87,1,0,m,
z0000088,Fresher 88,1,0,m,
z0000089,Fresher 89,1,0,m,
z0000090,Fresher 90,1,0,m,
z0000091,Fresher 91,1,0,m,
z0000092,Fresher 92,1,0,m,
z0000093,Fresher 93,1,0,m,
z0000094,Fresher 94,1,0,m,
z0000095,Fresher 95,1,0,m,
z0000096,Fresher 96,1,0,m,
z0000097,Fresher 97,1,0,m,
z0000098,Fresher 98,1,0,m,
z0000099,Fresher 99,1,0,m,
z0000100,Fresher 100,1,0,m,
z0000101,Fresher 101,1,0,m,
z0000102,Fresher 102,1,0,m,
z0000103,Fresher 103,1,0,f,
z0000104,Fresher 104,1,0,f,
z0000105,Fresher 105,1,0,f,
z0000106,Fresher 106,1,0,f,
z0000107,Fresher 107,1,0,f,
z0000108,Fresher 108,1,0,f,
z0000109,Fresher 109,1,0,f,
z0000110,Fresher 110,1,0,f,
z0000111,Fresher 111,1,0,f,
z0000112,Fresher 112,1,0,f,
z0000113,Fresher 113,1,0,f,
z0000114,Fresher 114,1,0,f,
z0000115,Fresher 115,1,0,f,
z0000116,Fresher 116,1,0,f,
z0000117,Fresher 117,1,0,f,
z0000118,Fresher 118,1,0,f,
z0000119,Fresher 119,1,0,f,
z0000120,Fresher 120,1,0,f,
z0000121,Fresher 121,1,0,f,
z0000122,Fresher 122,1,0,f,
z0000123,Fresher 123,1,0,f,
z0000124,Fresher 124,1,0,f,
z0000125,Fresher 125,1,0,f,
z0000126,Fresher 126,1,0,f,
z0000127,Fresher 127,1,0,f,
z0000128,Fresher 128,1,0,f,
z0000129,Fresher 129,1,0,f,
z0000130,Fresher 130,1,0,f,
z0000131,Fresher 131,1,0,f,
z0000132,Fresher 132,1,0,f,
z0000133,Fresher 133,1,0,f,
z0000134,Fresher 134,1,0,f,
z0000135,Fresher 135,1,0,f,
z0000136,Fresher 136,1,0,f,
z0000137,Fresher 137,1,0,f,
z0000138,Fresher 138,1,0,f,
z0000139,Fresher 139,1,0,f,
z0000140,Fresher 140,1,0,f,
z0000141,Fresher 141,1,0,f,
z0000142,Fresher 142,1,0,f,
z0000143,Fresher 143,1,0,f,
z0000144,Fresher 144,1,0,f,
z0000145,Fresher 145,1,0,f,
z0000146,Fresher 146,1,0,f,
z0000147,Fresher 147,1,0,f,
z0000148,Fresher 148,1,0,f,
z0000149,Fresher 149,1,0,f,
z0000150,Fresher 150,1,0,f,
z0000151,Fresher 151,1,0,f,
z0000152,Fresher 152,1,0,f,
z0000153,Fresher 153,1,0,f,
z0000154,Fresher 154,1,0,f,
z0000155,Fresher 155,1,0,f,
z0000156,Fresher 156,1,0,f,
z0000157,Fresher 157,1,0,f,
z0000158,Fresher 158,1,0,f,
z0000159,Fresher 159,1,0,f,
z0000160,Fresher 160,1,0,f,
z0000161,Fresher 161,1,0,f,
z0000162,Fresher 162,1,0,f,
z0000163,Fresher 163,1,0,f,
z0000164,Fresher 164,1,0,f,
z0000165,Fresher 165,1,0,f,
z0000166,Fresher 166,1,0,f,
z0000167,Fresher 167,1,0,f,
z0000168,Fresher 168,1,0,f,
z0000169,Fresher 169,1,0,f,
z0000170,Fresher 170,1,0,f,
z0000171,Fresher 171,1,0,f,
z0000172,Fresher 172,1,0,f,
z0000173,Fresher 173,1,0,f,
z0000174,Fresher 174,1,0,f,
z0000175,Fresher 175,1,0,f,
z0000176,Fresher 176,1,0,f,
z0000177,Fresher 177,1,0,f,
z0000178,Fresher 178,1,0,f,
z0000179,Fresher 179,1,0,f,
z0000180,Fresher 180,1,0,f,
z0000181,Fresher 181,1,0,f,
z0000182,Fresher 182,1,0,f,
z0000183,Fresher 183,1,0,f,
z0000184,Fresher 184,1,0,f,
z0000185,Fresher 185,1,0,f,
z0000186,Fresher 186,1,0,f,
z0000187,Fresher 187,1,0,f,
z0000188,Fresher 188,1,0,f,
z0000189,Fresher 189,1,0,f,
z0000190,Fresher 190,1,0,f,
z0000191,Fresher 191,1,0,f,
z0000192,Fresher 192,1,0,f,
z0000193,Fresher 193,1,0,f,
z0000194,Fresher 194,1,0,f,
z0000195,Fresher 195,1,0,f,
z0000196,Fresher 196,1,0,f,
z0000197,Fresher 197,1,0,f,
z0000198,Fresher 198,1,0,f,
z0000199,Fresher 199,1,0,f,
z0000200,Fresher 200,1,0,f,
